,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,renovated_yrs_ago,log_price
555,500000,3,2.25,1690,4964,2.0,0,0,3,8,1690,0,26,1800,5036,26,29,3.0,3.0,126146,26,13.122363377404328
567,1100000,3,2.0,3010,5000,2.0,0,2,5,9,1890,1120,84,2688,5000,59,39,1.0,1.0,157292,84,13.9108207377686
568,226000,3,1.0,970,5000,1.0,0,0,3,6,970,0,47,1290,5875,67,63,3.0,3.0,60917,47,12.328290278254425
569,825000,3,1.75,2010,3090,1.5,0,0,5,7,1510,500,89,1600,3150,89,51,2.0,2.0,90568,89,13.623138665316818
579,456500,4,3.5,2000,2309,3.0,0,0,3,8,2000,0,7,1440,1548,76,56,2.0,2.0,72428,7,13.03134397901716
580,352000,3,2.25,1640,11050,1.0,0,0,4,8,1640,0,43,1870,11050,4,20,2.0,2.0,87014,43,12.771386454580236
586,438000,3,2.5,1520,1304,2.0,0,0,3,8,1180,340,9,1270,1718,80,50,1.0,1.0,90208,9,12.989974189358584
591,565000,3,1.0,910,5212,1.0,0,0,3,7,910,0,64,1520,6300,67,53,1.0,1.0,110091,64,13.244581010128574
593,910000,3,3.5,2480,3200,2.0,0,0,3,10,2480,0,5,1980,3200,77,76,2.0,2.0,47737,5,13.721199878493032
596,381156,2,1.0,1320,3090,1.0,0,0,4,7,1320,0,107,1270,4120,88,49,3.0,3.0,57750,107,12.850964019126444
598,642450,3,1.75,1830,4160,1.0,0,0,3,7,1230,600,96,1950,4160,62,50,3.0,3.0,79953,96,13.373044271711626
599,469950,3,2.25,1620,8701,1.0,0,0,3,7,1220,400,53,1600,7910,59,37,3.0,3.0,76500,53,13.060381585048447
602,1095000,0,0.0,3064,4764,3.5,0,2,3,7,3064,0,25,2360,4000,77,57,2.0,2.0,82154,25,13.906264921232738
606,414900,3,1.5,1260,9570,1.0,0,0,3,7,870,390,74,1620,7000,43,50,2.0,2.0,80400,74,12.935792806320961
607,200000,4,2.0,1920,4822,1.0,0,0,2,6,920,1000,101,1120,4822,68,51,1.0,1.0,90208,101,12.206072645530176
608,225000,4,2.25,1800,9350,1.0,0,0,3,8,1800,0,46,2060,8800,14,18,2.0,2.0,51058,46,12.323855681186556
610,1270000,5,2.5,3200,17204,1.0,0,0,3,7,2160,1040,63,4090,15732,21,35,3.0,3.0,107479,63,14.054527458434775
611,700000,5,3.25,2400,3118,2.0,0,0,4,7,1780,620,87,2100,3941,84,55,2.0,2.0,137358,87,13.458835614025542
612,466000,2,1.5,1140,1058,3.0,0,0,3,7,1140,0,10,1170,1116,50,51,2.0,2.0,99083,10,13.051940913107787
616,1010000,4,1.0,1820,5400,1.5,0,0,3,8,1820,0,92,1820,5400,68,79,3.0,3.0,76980,1,13.825460888817444
617,340000,2,1.0,1090,6771,1.0,0,0,3,6,1090,0,61,1200,4992,85,49,3.0,3.0,47363,61,12.736700896592346
618,209000,3,2.0,1230,1340,2.0,0,0,3,7,1020,210,12,1260,1312,70,56,4.0,4.0,54622,12,12.250089530946946
619,431650,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,53,1530,7700,56,48,4.0,4.0,71269,53,12.975370353663669
627,200000,1,1.5,1010,1157,2.0,0,0,3,8,950,60,8,1360,1688,63,50,1.0,1.0,48036,8,12.206072645530176
628,300000,3,2.0,1480,6698,1.0,0,0,4,7,1080,400,36,1850,7348,14,28,1.0,1.0,85758,36,12.61153775363834
629,530000,3,1.75,1250,6041,1.5,0,0,5,7,1250,0,73,1180,6042,63,52,2.0,2.0,101413,73,13.180632285528304
632,550000,5,2.75,2160,5720,1.0,0,0,5,7,1500,660,65,2160,4996,63,71,2.0,2.0,66458,65,13.217673557208656
633,435000,3,1.0,1400,4800,1.0,0,0,4,6,700,700,98,1470,6000,65,48,1.0,1.0,90208,98,12.983101310070822
636,384000,4,1.75,2100,7135,1.0,0,0,4,7,1050,1050,60,1730,4000,51,44,2.0,2.0,74107,60,12.858397831569865
638,645000,3,1.75,2070,5500,1.0,0,0,4,7,1130,940,69,1800,4400,79,59,1.0,1.0,64797,69,13.37700559577791
639,570000,3,3.25,1570,1777,2.0,0,0,3,8,1260,310,8,1000,1777,86,55,2.0,2.0,72396,8,13.253391639810731
640,324000,3,2.5,1920,5322,2.0,0,0,3,8,1920,0,16,1920,5000,42,28,2.0,2.0,70114,16,12.688498794774466
641,270000,2,1.0,1000,10320,1.0,0,0,3,6,1000,0,72,1100,5160,57,54,3.0,3.0,54622,72,12.506177237980511
643,451000,3,1.75,1560,4049,1.5,0,2,3,7,1000,560,89,1430,3738,72,57,2.0,2.0,67277,89,13.019222618484815
644,990000,4,2.5,2780,10480,1.0,0,3,3,7,1390,1390,48,2860,10506,56,44,2.0,2.0,103292,48,13.805460222110774
646,420000,3,1.5,2390,4600,2.0,0,0,3,8,1750,640,95,1690,5220,66,58,4.0,4.0,61901,20,12.948009990259552
647,359000,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,6,1370,1090,57,57,2.0,2.0,60131,6,12.791077667470415
648,300000,3,2.5,1320,2614,2.0,0,0,3,7,1320,0,10,1320,2533,82,65,4.0,4.0,29286,10,12.61153775363834
649,545000,5,2.5,2520,7863,1.0,0,0,3,7,1500,1020,34,2030,8580,30,43,4.0,4.0,90900,34,13.208541073645382
652,891000,4,2.0,2330,5000,1.5,0,0,5,7,1720,610,90,2090,5000,87,50,1.0,1.0,103750,90,13.700099706452944
654,565000,4,3.0,2020,4300,1.5,0,0,3,6,2020,0,115,1290,3440,91,56,3.0,3.0,72396,115,13.244581010128574
655,315000,2,1.0,970,5665,1.0,0,0,4,6,970,0,107,1490,4429,84,48,3.0,3.0,84324,107,12.66032791780777
656,570000,4,3.0,1490,6766,1.5,0,1,5,7,1490,0,100,1990,6526,79,51,1.0,1.0,90208,100,13.253391639810731
657,971000,5,3.5,4390,10140,2.0,0,0,3,9,3350,1040,10,2010,8400,37,50,2.0,2.0,125109,10,13.786081747273462
658,915000,5,2.5,2750,5589,1.5,0,0,5,9,1840,910,105,1460,4250,52,58,2.0,2.0,131429,105,13.726679344257658
659,419000,4,1.5,2150,23568,1.0,0,0,4,7,2150,0,65,2150,10125,22,58,2.0,2.0,89185,65,12.945626198904275
664,435000,5,1.0,1410,6750,1.5,0,0,3,6,1410,0,86,1360,6750,84,61,3.0,3.0,52412,86,12.983101310070822
665,601000,3,1.75,1330,6743,1.0,0,0,3,8,1330,0,57,2600,7350,51,41,1.0,1.0,132981,13,13.306350213517346
666,460500,3,1.0,1490,10650,1.0,0,0,3,7,1150,340,52,1730,9800,14,33,1.0,1.0,101250,52,13.040068134677501
667,720000,3,2.5,2020,1159,3.0,0,3,3,8,2020,0,15,1920,3600,76,60,2.0,2.0,93155,15,13.487006490992238
668,851000,4,2.5,3130,13202,2.0,0,0,3,10,3130,0,19,2840,10470,7,0,2.0,2.0,143585,19,13.654167407555509
669,550000,4,3.0,2670,5000,2.0,0,2,3,7,2670,0,99,2300,5000,56,40,1.0,1.0,71705,37,13.217673557208656
670,700000,4,1.0,1980,4560,1.5,0,0,3,7,1980,0,95,1810,3245,94,67,2.0,2.0,99083,95,13.458835614025542
671,323000,3,1.75,2100,14850,1.0,0,0,4,7,2100,0,52,1930,17238,28,67,2.0,2.0,88375,52,12.685407602204794
672,345500,3,1.0,1350,8581,1.0,0,0,5,6,1350,0,71,2080,8451,47,38,2.0,2.0,82344,71,12.752747922189863
673,378000,4,1.5,2140,7920,1.0,0,0,3,7,1190,950,56,2140,7238,68,50,3.0,3.0,84324,56,12.842649474601725
674,650000,4,2.0,2208,5000,3.0,0,0,5,8,2208,0,98,1760,5000,77,49,1.0,1.0,71705,98,13.38472764187182
675,385000,3,2.0,1010,7380,1.0,0,0,3,7,1010,0,33,1650,9030,2,0,1.0,1.0,164599,33,12.86099861326992
676,425000,2,1.0,970,2970,1.0,0,0,3,7,970,0,105,1670,3000,92,81,3.0,3.0,63419,105,12.959844447906553
682,532500,3,1.75,1330,5000,2.0,0,0,4,7,1210,120,106,1500,4000,74,46,1.0,1.0,71705,106,13.185338176565715
683,265000,3,1.0,1070,9000,1.0,0,0,4,7,1070,0,65,1840,12000,53,46,1.0,1.0,67500,65,12.487485104968359
684,397500,3,1.25,1510,13737,1.0,0,3,4,6,810,700,54,2560,10202,35,51,2.0,2.0,44951,54,12.892950213076524
692,379000,2,1.0,930,5400,1.0,0,0,3,7,930,0,63,1050,5400,81,55,2.0,2.0,62786,63,12.845291484064564
693,283000,4,2.75,2130,8560,1.0,0,0,3,7,1560,570,23,2130,8560,17,56,2.0,2.0,48385,23,12.553202176625376
694,260000,3,1.0,1480,7469,1.5,0,0,3,6,1120,360,75,1460,7379,43,39,2.0,2.0,43487,75,12.468436909997664
695,399000,4,1.0,1500,6388,1.5,0,0,4,7,1500,0,64,980,5366,55,44,2.0,2.0,75123,64,12.896716695872
698,585000,4,2.5,2160,8158,1.0,0,0,4,8,1660,500,63,1520,7208,52,61,1.0,1.0,61391,63,13.279367126213991
699,645000,4,2.0,2780,11583,1.0,0,3,3,8,1190,1590,60,2580,10241,30,52,2.0,2.0,44951,60,13.37700559577791
702,553500,2,1.0,850,2340,1.0,0,0,3,7,850,0,93,1300,3000,70,62,2.0,2.0,113906,93,13.224017031130831
706,530000,3,2.5,1930,7214,2.0,0,0,3,8,1930,0,10,1930,7266,81,56,3.0,3.0,51741,10,13.180632285528304
707,563000,3,2.0,1380,5000,1.5,0,0,4,7,1380,0,98,1350,5000,68,50,2.0,2.0,90789,98,13.241034907121827
708,280300,2,1.0,920,5000,1.0,0,0,4,6,490,430,66,1500,5000,79,63,3.0,3.0,56744,66,12.543615737152882
709,475000,3,1.75,2020,8970,1.0,0,0,4,7,1180,840,34,2140,8008,52,47,1.0,1.0,68370,34,13.071070083016776
712,429000,2,1.0,1080,3600,1.0,0,0,3,7,1080,0,93,2230,4500,73,56,2.0,2.0,137358,93,12.969212197910155
713,164808,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,35,1490,6320,31,45,2.0,2.0,71524,35,12.012536438968622
715,475000,3,1.75,1700,8432,1.0,0,0,3,8,1230,470,38,1800,7842,61,51,3.0,3.0,56208,38,13.071070083016776
721,446450,3,1.5,1480,7749,1.0,0,0,5,7,1480,0,55,1140,5320,53,48,2.0,2.0,83421,55,13.009082690945366
722,271310,2,1.0,870,5340,1.5,0,0,2,6,870,0,109,1190,4440,80,69,3.0,3.0,81676,109,12.511017357532785
723,315000,4,1.0,1300,8400,1.5,0,0,4,7,1300,0,62,1330,8400,17,38,3.0,3.0,72500,62,12.66032791780777
725,543115,2,1.0,1380,5484,1.0,0,0,3,8,1030,350,68,1380,5347,78,36,1.0,1.0,157292,68,13.205076362864512
726,900000,4,2.0,1190,8190,1.5,0,0,3,7,1190,0,70,1190,1567,53,44,3.0,3.0,95927,70,13.710150042306447
727,554000,2,2.0,1920,6045,1.0,0,0,3,8,1920,0,12,1670,5200,7,0,3.0,3.0,101563,12,13.224919965729423
729,980000,4,3.0,3680,5854,1.0,0,3,3,10,2060,1620,48,3140,5000,53,40,1.0,1.0,157292,48,13.795307850646756
730,395000,5,2.5,2070,9600,1.0,0,0,3,7,1270,800,53,1950,7800,50,41,1.0,1.0,65660,53,12.886641043883259
731,415000,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,20,1360,2190,77,56,3.0,3.0,87159,20,12.936033799212835
732,380000,4,2.5,2000,6921,2.0,0,0,3,8,2000,0,12,2430,6339,30,26,3.0,3.0,82067,12,12.847926531702571
735,512031,3,1.75,1540,3000,1.0,0,2,3,7,770,770,95,1420,4200,67,48,2.0,2.0,97500,95,13.14614044906376
736,197500,2,1.0,820,8860,1.0,0,0,3,6,820,0,65,1660,15375,36,32,2.0,2.0,58309,65,12.193493863323312
741,716500,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,79,2300,6000,53,51,1.0,1.0,132917,79,13.482133526250365
742,410000,3,2.0,1700,4250,1.0,0,0,3,6,890,810,71,1440,4250,72,51,1.0,1.0,66563,71,12.923912438680489
743,850000,4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,21,1750,6500,81,50,1.0,1.0,90208,21,13.652991628466498
744,1050000,4,3.25,3440,35021,2.0,0,0,3,10,3440,0,32,3440,35021,3,35,1.0,1.0,101250,32,13.864300722133706
746,620000,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,86,1250,4880,84,45,2.0,2.0,85595,86,13.337474757021274
747,935000,4,4.5,5670,84267,2.0,0,2,3,11,5670,0,7,4100,83729,4,45,2.0,2.0,91071,7,13.748301808270824
748,379000,3,1.0,1140,10320,1.0,0,0,4,7,1140,0,52,1140,10412,30,46,2.0,2.0,90900,52,12.845291484064564
749,699000,3,1.75,1670,5375,1.0,0,0,3,7,1270,400,63,1460,6125,83,39,1.0,1.0,90951,63,13.457406021215947
750,528000,4,2.25,1910,8005,1.0,0,0,3,8,1280,630,55,1860,8010,65,57,2.0,2.0,56208,55,13.176851562688398
751,790000,4,2.75,2840,11900,1.0,0,3,4,9,1640,1200,54,2790,10070,33,46,1.0,1.0,102500,54,13.579788224443204
752,399950,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,46,1750,11640,30,38,1.0,1.0,82456,46,12.899094818276966
754,550000,3,1.0,1520,2500,1.5,0,0,3,8,1520,0,103,1880,3600,81,65,2.0,2.0,98750,103,13.217673557208656
755,140000,1,1.0,730,6890,1.0,0,0,4,4,730,0,89,1790,7969,38,49,2.0,2.0,77821,89,11.849397701591439
756,250000,3,1.0,1190,6250,1.0,0,0,3,7,990,200,61,1760,6434,83,64,4.0,4.0,59275,61,12.429216196844385
757,318000,3,2.25,1410,8909,2.0,0,2,3,7,1410,0,27,2050,8909,24,64,4.0,4.0,41000,27,12.669806661762314
760,360000,3,1.0,1050,9206,1.5,0,0,3,7,1050,0,61,1380,6384,50,53,2.0,2.0,69643,61,12.793859310432293
761,1242500,4,2.75,2680,8500,1.0,0,4,4,9,1480,1200,53,2940,8650,9,35,2.0,2.0,135625,53,14.03263603695292
762,986000,3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,51,2560,10070,44,47,1.0,1.0,102500,51,13.801411633584774
763,515000,2,1.0,1060,4228,1.0,0,0,3,7,860,200,109,1060,4187,73,55,1.0,1.0,104632,109,13.151922179645874
764,320000,3,1.75,2300,41900,1.0,0,0,4,8,1310,990,76,1160,8547,57,45,1.0,1.0,49023,76,12.676076274775909
765,310000,4,3.0,2010,7426,1.0,0,0,5,7,1090,920,64,1470,7426,9,44,3.0,3.0,71524,64,12.644327576461327
766,356700,2,1.0,1090,5000,1.0,0,0,4,7,730,360,73,990,5250,68,49,2.0,2.0,75123,73,12.784650371346984
767,775000,4,1.75,2320,5595,1.0,0,0,3,7,1510,810,59,1840,5596,59,47,1.0,1.0,62639,59,13.560618308335485
768,325000,3,1.0,1040,7541,1.0,0,0,3,6,1040,0,64,1140,6100,54,48,1.0,1.0,72500,64,12.691580461311874
769,208000,4,2.75,1810,8677,1.5,0,0,3,7,1810,0,53,1740,8677,44,47,1.0,1.0,61250,53,12.245293358683455
772,490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,86,1940,4000,88,56,1.0,1.0,137358,86,13.102160670086805
773,360000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,53,1340,4080,79,62,4.0,4.0,59275,53,12.793859310432293
774,550000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,53,1340,4080,79,62,4.0,4.0,59275,53,13.217673557208656
775,225000,3,1.5,1370,9000,1.0,0,0,3,7,1370,0,53,1400,9075,27,37,4.0,4.0,59417,53,12.323855681186556
776,500000,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,48,2260,10128,13,29,4.0,4.0,61827,48,13.122363377404328
777,385000,4,2.0,1850,11700,1.0,0,0,4,8,1850,0,46,2110,11700,11,20,4.0,4.0,87014,46,12.86099861326992
778,837700,5,2.75,3010,12611,2.0,0,0,3,10,3010,0,21,2890,9456,25,33,4.0,4.0,119773,21,13.638415320141899
779,448000,3,2.25,1530,3056,2.0,0,0,3,7,1530,0,12,1560,3064,24,17,4.0,4.0,136616,12,13.012548511397126
780,730000,5,1.75,2690,21357,1.0,0,0,4,7,1420,1270,63,2600,17539,19,42,4.0,4.0,117308,63,13.500799813124573
781,575000,4,1.5,2810,7140,1.0,0,2,3,8,1490,1320,61,2240,6825,48,47,2.0,2.0,102500,61,13.26212531977949
782,430000,3,1.75,1810,7300,1.0,0,0,4,7,1240,570,39,1460,7560,9,35,4.0,4.0,75662,39,12.971540487669744
783,435000,3,2.5,1560,3987,2.0,0,0,3,7,1560,0,13,1600,3152,40,17,4.0,4.0,136616,13,12.983101310070822
784,241000,3,1.0,1010,9611,1.0,0,0,4,6,1010,0,42,1200,9611,1,0,4.0,4.0,91071,42,12.392552212472793
785,453500,2,1.75,1000,1760,1.0,0,0,4,6,600,400,91,2120,2802,95,72,2.0,2.0,67572,91,13.024750548537328
786,285000,2,1.5,990,1380,3.0,0,0,3,7,990,0,14,1050,1380,64,49,2.0,2.0,62726,14,12.560244459250786
787,151000,2,1.0,720,4222,1.0,0,0,4,5,720,0,73,860,4785,70,38,2.0,2.0,47773,73,11.925035115797062
788,1570000,5,4.5,6070,14731,2.0,0,0,3,11,6070,0,11,4750,13404,1,72,2.0,2.0,103229,11,14.266586177324493
789,631000,5,2.0,2270,2400,2.0,0,0,3,7,2270,0,110,1320,2400,93,0,2.0,2.0,43375,110,13.355061141523349
790,195000,3,1.0,1260,8378,1.0,0,0,4,6,840,420,56,1140,8496,51,25,2.0,2.0,51837,38,12.180754837545884
791,817500,4,2.5,2910,35679,2.0,0,0,4,9,2910,0,28,2720,36728,4,72,2.0,2.0,143585,28,13.614006181753545
792,550000,3,2.0,1810,12825,1.0,0,0,4,7,1810,0,55,1490,10800,40,42,2.0,2.0,71269,55,13.217673557208656
793,1127000,4,2.5,3160,8281,2.0,0,0,4,9,3160,0,20,3000,8281,65,50,2.0,2.0,100584,20,13.935069793021913
794,609850,2,2.75,1910,1369,3.0,0,0,3,9,1910,0,13,1910,1879,56,59,1.0,1.0,87667,13,13.320968304271386
795,200000,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,68,1525,6026,47,46,3.0,3.0,54622,68,12.206072645530176
796,367000,4,2.5,2960,6219,2.0,0,0,3,9,2960,0,9,2960,5361,22,72,2.0,2.0,106957,9,12.813117127036707
797,275000,2,1.5,1270,32175,1.0,0,0,4,7,1270,0,68,1270,10200,37,37,2.0,2.0,48942,68,12.524526376648707
798,350900,4,2.5,2540,12843,2.0,0,0,3,9,2540,0,23,2410,9383,49,17,2.0,2.0,89792,23,12.768256561571304
799,660000,4,3.25,3030,9273,2.0,0,0,5,8,3030,0,27,2360,7632,16,31,2.0,2.0,117250,27,13.399995114002607
802,690000,2,1.0,970,4560,1.0,0,0,4,7,970,0,108,1500,4560,89,65,2.0,2.0,99083,108,13.444446876573444
803,353000,3,1.0,1350,7740,1.0,0,0,4,6,860,490,68,1130,7740,49,49,3.0,3.0,69643,68,12.774223335915432
804,552500,4,3.5,3710,10400,2.0,0,0,3,8,2290,1420,13,1720,4276,63,40,3.0,3.0,75109,13,13.222208712374046
809,505000,3,1.0,1380,4000,1.5,0,0,3,7,1380,0,105,1690,4000,76,56,1.0,1.0,154868,105,13.132313708257493
810,302000,4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,52,1650,7865,34,36,1.0,1.0,81676,52,12.618182296357007
814,332500,3,1.5,1500,6332,1.0,0,0,3,7,1500,0,62,1500,6337,56,50,2.0,2.0,56208,62,12.714395139078047
815,515000,3,2.5,3000,8250,1.0,0,0,4,8,1760,1240,52,2040,8250,20,31,2.0,2.0,92283,52,13.151922179645874
820,400000,3,1.0,1130,4100,1.0,0,0,3,7,990,140,74,1800,4100,81,50,2.0,2.0,101397,74,12.89921982609012
821,225000,3,1.0,1020,8437,1.0,0,0,5,6,1020,0,28,1420,8500,48,31,2.0,2.0,55398,28,12.323855681186556
823,625000,4,2.0,2020,6867,1.0,0,0,5,8,1010,1010,73,1250,6842,60,44,2.0,2.0,85759,73,13.345506928718539
824,380000,5,2.0,1680,3240,1.0,0,0,3,5,840,840,109,1380,1260,89,88,3.0,3.0,44571,109,12.847926531702571
825,620000,4,2.0,1770,7700,1.5,0,0,4,7,1770,0,53,1710,7700,56,48,2.0,2.0,71269,53,13.337474757021274
826,687500,4,2.75,3190,10970,2.0,0,0,3,10,3190,0,21,2850,8416,27,32,2.0,2.0,117250,21,13.440817108522866
827,225500,4,2.0,1440,7950,1.0,0,0,5,6,1440,0,53,1530,20037,0,17,2.0,2.0,107299,53,12.326075437924874
828,252500,3,2.0,1150,6000,1.0,0,0,5,7,1150,0,59,1980,6360,14,37,2.0,2.0,71524,59,12.439166527697553
829,510000,3,2.5,1860,3658,2.0,0,0,3,8,1860,0,21,1840,3739,40,21,2.0,2.0,126146,21,13.142166004700508
830,510000,4,2.5,2430,5203,2.0,0,0,3,8,2430,0,12,2260,7474,37,48,2.0,2.0,70137,12,13.142166004700508
831,725000,3,2.5,1940,4000,1.5,0,0,5,7,1940,0,109,1440,4000,86,66,2.0,2.0,98750,109,13.493926933836812
832,492000,2,1.0,880,2970,1.0,0,0,3,7,880,0,88,1370,3060,85,52,2.0,2.0,90568,88,13.106233995474446
833,425000,4,2.5,1930,14196,1.0,0,0,4,7,1330,600,38,1470,12852,6,44,2.0,2.0,121402,38,12.959844447906553
834,298900,3,2.5,1830,6162,2.0,0,0,3,8,1830,0,21,1860,7017,29,28,2.0,2.0,71083,21,12.607864348272031
835,699000,4,2.5,3230,40319,2.0,0,0,4,10,3230,0,28,2990,40234,0,0,2.0,2.0,82456,28,13.457406021215947
836,310000,2,1.0,700,3000,1.0,0,0,4,6,700,0,97,1560,4500,83,52,2.0,2.0,90568,97,12.644327576461327
837,350000,3,1.75,1010,8580,1.0,0,0,3,7,1010,0,54,1500,8580,39,39,2.0,2.0,94222,54,12.765688433465595
838,790000,4,1.75,2460,10061,1.0,1,4,3,7,1410,1050,54,2300,10061,18,37,1.0,1.0,71524,54,13.579788224443204
839,305000,4,2.5,2230,5000,2.0,0,0,3,8,2230,0,12,2230,6137,21,25,2.0,2.0,89792,12,12.628067055589547
840,315000,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,12,1610,2582,73,61,3.0,3.0,29286,12,12.66032791780777
841,267500,5,3.5,2390,6600,2.0,0,0,5,7,2390,0,38,1140,6600,22,44,2.0,2.0,107311,38,12.496874845318198
842,435000,6,3.5,2400,8620,2.0,0,0,3,8,1640,760,28,1940,7350,47,39,2.0,2.0,89615,28,12.983101310070822
843,482500,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,49,2010,7500,38,44,2.0,2.0,71417,49,13.086736199761178
844,460000,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,48,2080,8000,43,41,2.0,2.0,71417,48,13.038981768465275
845,194000,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,44,1190,6532,19,31,2.0,2.0,71311,44,12.175613438045467
846,290000,2,0.75,440,8313,1.0,1,3,4,5,440,0,72,880,26289,0,44,2.0,2.0,64007,72,12.577636201962655
847,274700,4,2.0,2440,9600,1.0,0,0,5,7,1220,1220,52,1370,9600,22,12,2.0,2.0,83750,52,12.523434872083365
848,900000,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,105,1510,3825,87,78,3.0,3.0,38487,105,13.710150042306447
849,1150000,4,4.0,4460,103382,2.0,0,0,3,11,4460,0,14,3470,88519,2,0,2.0,2.0,131992,14,13.955272500339431
850,605000,3,2.5,2010,3667,2.0,0,0,3,9,2010,0,7,2350,3600,69,38,2.0,2.0,116732,7,13.312983737012978
851,359000,3,2.5,1450,3850,2.0,0,0,3,7,1450,0,11,1970,3748,16,44,2.0,2.0,132072,11,12.791077667470415
852,850000,3,1.75,1400,9900,1.0,0,0,3,7,1400,0,64,1810,10796,62,40,2.0,2.0,107479,64,13.652991628466498
853,505000,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,13,1550,5000,92,52,2.0,2.0,85595,13,13.132313708257493
854,565000,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,25,2790,7642,34,44,2.0,2.0,81250,25,13.244581010128574
855,328000,4,3.25,3380,7500,2.0,0,3,3,7,2420,960,25,1920,7500,60,44,2.0,2.0,73841,25,12.700768887366278
856,749950,4,2.75,2910,18700,1.0,0,0,3,9,2210,700,58,2420,26140,9,33,2.0,2.0,82344,20,13.527761816623507
857,826000,4,2.5,3060,7140,2.0,0,0,3,9,3060,0,9,3240,6218,22,0,2.0,2.0,116732,9,13.624350052503116
858,535000,3,1.0,1330,40259,1.0,0,0,4,7,1330,0,38,1710,34787,1,44,2.0,2.0,132072,38,13.190022025878145
859,925000,4,2.5,3300,101930,2.0,0,0,4,10,3300,0,24,2880,213879,3,0,2.0,2.0,116732,24,13.737549016494564
860,875000,3,3.5,3250,6000,2.0,0,0,3,10,2500,750,14,1650,6000,71,49,1.0,1.0,66794,14,13.681979165339751
861,902000,4,2.25,2530,9200,1.0,0,0,5,9,1570,960,39,3030,9400,6,22,2.0,2.0,135625,39,13.71236979904476
864,343000,2,1.0,1230,7560,1.0,0,0,3,7,1230,0,54,1270,7560,69,51,4.0,4.0,64297,54,12.745485726148074
866,405000,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,59,1790,6225,62,43,4.0,4.0,61901,59,12.911642346088676
869,655000,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,109,1710,3600,81,60,2.0,2.0,100172,109,13.392390514617391
870,406000,2,1.0,880,3000,1.0,0,0,3,6,880,0,91,890,3000,91,60,2.0,2.0,65172,91,12.91410843858387
871,632000,6,2.5,2560,8320,1.0,0,0,3,7,1370,1190,54,2360,7800,45,43,1.0,1.0,132981,54,13.356644673128994
872,357000,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,25,1630,4000,51,45,3.0,3.0,47363,25,12.785491060761776
873,361000,3,1.75,1150,17585,1.0,0,0,3,7,1150,0,51,1200,7500,56,60,2.0,2.0,95309,51,12.796633237315016
874,277000,2,1.0,770,8149,1.0,0,0,3,6,770,0,67,1160,8149,26,38,2.0,2.0,99861,67,12.531772785169474
875,630000,4,3.75,4610,40202,1.0,0,0,4,10,2500,2110,35,3050,41056,0,0,2.0,2.0,98750,35,13.353475098367715
876,254000,3,2.5,1850,4597,2.0,0,0,3,8,1850,0,12,2210,5000,15,60,2.0,2.0,84408,12,12.445089546000672
877,472800,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,54,2110,8400,45,30,2.0,2.0,110114,54,13.066427745074025
878,263000,3,1.75,1490,3800,1.0,0,0,3,6,700,790,102,2180,4000,70,42,3.0,3.0,84324,102,12.479909311159902
879,510000,3,1.75,1490,3800,1.0,0,0,3,6,700,790,102,2180,4000,70,42,3.0,3.0,84324,102,13.142166004700508
880,179950,3,1.0,960,10125,1.0,0,0,4,7,960,0,63,1250,9769,32,37,2.0,2.0,48942,63,12.100434313507176
881,525000,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,42,2020,7458,3,29,2.0,2.0,146875,42,13.17115354157376
882,479000,3,2.5,1260,889,3.0,0,0,3,8,1260,0,7,1340,1324,88,83,1.0,1.0,88719,7,13.079455876393054
883,651000,3,2.0,1940,6440,1.0,0,2,5,7,970,970,75,1730,4640,86,51,1.0,1.0,71705,75,13.386264921190708
884,949000,4,1.75,2490,7834,1.0,0,3,4,8,1240,1250,57,3210,7834,56,46,2.0,2.0,111754,57,13.763164077592066
