,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,log_price
804,385200,4,1.0,1550,7740,1.5,0,0,3,6,1550,0,1954,0,98126,1220,7740,77,55,C,C,75123,12.861517958906107
805,500000,3,2.25,1690,4964,2.0,0,0,3,8,1690,0,1989,0,98029,1800,5036,26,29,C,C,126146,13.122363377404328
822,1100000,3,2.0,3010,5000,2.0,0,2,5,9,1890,1120,1931,0,98199,2688,5000,59,39,A,A,157292,13.9108207377686
825,226000,3,1.0,970,5000,1.0,0,0,3,6,970,0,1968,0,98118,1290,5875,67,63,C,C,60917,12.328290278254423
826,825000,3,1.75,2010,3090,1.5,0,0,5,7,1510,500,1926,0,98103,1600,3150,89,51,B,B,90568,13.623138665316818
844,456500,4,3.5,2000,2309,3.0,0,0,3,8,2000,0,2008,0,98177,1440,1548,76,56,B,B,72428,13.03134397901716
845,352000,3,2.25,1640,11050,1.0,0,0,4,8,1640,0,1972,0,98059,1870,11050,4,20,B,B,87014,12.771386454580234
852,438000,3,2.5,1520,1304,2.0,0,0,3,8,1180,340,2006,0,98136,1270,1718,80,50,B,A,90208,12.989974189358584
861,565000,3,1.0,910,5212,1.0,0,0,3,7,910,0,1951,0,98115,1520,6300,67,53,A,A,110091,13.244581010128577
863,910000,3,3.5,2480,3200,2.0,0,0,3,10,2480,0,2010,0,98144,1980,3200,77,76,B,B,47737,13.721199878493033
868,381156,2,1.0,1320,3090,1.0,0,0,4,7,1320,0,1908,0,98118,1270,4120,88,49,C,C,57750,12.850964019126442
870,642450,3,1.75,1830,4160,1.0,0,0,3,7,1230,600,1919,0,98144,1950,4160,62,50,B,C,79953,13.373044271711628
871,469950,3,2.25,1620,8701,1.0,0,0,3,7,1220,400,1962,0,98007,1600,7910,59,37,B,C,76500,13.060381585048447
875,1095000,0,0.0,3064,4764,3.5,0,2,3,7,3064,0,1990,0,98102,2360,4000,77,57,B,B,82154,13.906264921232738
880,414900,3,1.5,1260,9570,1.0,0,0,3,7,870,390,1941,0,98115,1620,7000,43,50,B,B,80400,12.93579280632096
881,200000,4,2.0,1920,4822,1.0,0,0,2,6,920,1000,1914,0,98136,1120,4822,68,51,B,A,90208,12.206072645530174
882,225000,4,2.25,1800,9350,1.0,0,0,3,8,1800,0,1969,0,98092,2060,8800,14,18,B,B,51058,12.323855681186558
885,1270000,5,2.5,3200,17204,1.0,0,0,3,7,2160,1040,1952,0,98004,4090,15732,21,35,A,C,107479,14.054527458434775
886,700000,5,3.25,2400,3118,2.0,0,0,4,7,1780,620,1928,0,98122,2100,3941,84,55,B,B,137358,13.458835614025542
887,466000,2,1.5,1140,1058,3.0,0,0,3,7,1140,0,2005,0,98103,1170,1116,50,51,B,B,99083,13.051940913107783
891,1010000,4,1.0,1820,5400,1.5,0,0,3,8,1820,0,1923,2014,98102,1820,5400,68,79,A,C,76980,13.825460888817442
893,340000,2,1.0,1090,6771,1.0,0,0,3,6,1090,0,1954,0,98106,1200,4992,85,49,C,C,47363,12.736700896592344
894,209000,3,2.0,1230,1340,2.0,0,0,3,7,1020,210,2003,0,98106,1260,1312,70,56,C,D,54622,12.250089530946948
895,431650,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,98007,1530,7700,56,48,C,D,71269,12.975370353663669
903,200000,1,1.5,1010,1157,2.0,0,0,3,8,950,60,2007,0,98126,1360,1688,63,50,B,A,48036,12.206072645530174
904,300000,3,2.0,1480,6698,1.0,0,0,4,7,1080,400,1979,0,98058,1850,7348,14,28,B,A,85758,12.611537753638338
905,530000,3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,1180,6042,63,52,A,B,101413,13.180632285528304
908,550000,5,2.75,2160,5720,1.0,0,0,5,7,1500,660,1950,0,98144,2160,4996,63,71,B,B,66458,13.217673557208654
909,435000,3,1.0,1400,4800,1.0,0,0,4,6,700,700,1917,0,98136,1470,6000,65,48,B,A,90208,12.983101310070822
913,384000,4,1.75,2100,7135,1.0,0,0,4,7,1050,1050,1955,0,98106,1730,4000,51,44,C,B,74107,12.858397831569864
915,645000,3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1946,0,98115,1800,4400,79,59,B,A,64797,13.37700559577791
916,570000,3,3.25,1570,1777,2.0,0,0,3,8,1260,310,2007,0,98107,1000,1777,86,55,B,B,72396,13.253391639810733
917,324000,3,2.5,1920,5322,2.0,0,0,3,8,1920,0,1999,0,98031,1920,5000,42,28,B,B,70114,12.688498794774466
918,270000,2,1.0,1000,10320,1.0,0,0,3,6,1000,0,1943,0,98106,1100,5160,57,54,B,C,54622,12.506177237980511
924,451000,3,1.75,1560,4049,1.5,0,2,3,7,1000,560,1926,0,98126,1430,3738,72,57,B,B,67277,13.019222618484815
925,990000,4,2.5,2780,10480,1.0,0,3,3,7,1390,1390,1967,0,98033,2860,10506,56,44,B,B,103292,13.805460222110773
927,420000,3,1.5,2390,4600,2.0,0,0,3,8,1750,640,1920,1995,98118,1690,5220,66,58,D,D,61901,12.948009990259552
928,359000,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,1370,1090,57,57,B,B,60131,12.791077667470416
930,300000,3,2.5,1320,2614,2.0,0,0,3,7,1320,0,2005,0,98118,1320,2533,82,65,D,D,29286,12.611537753638338
931,545000,5,2.5,2520,7863,1.0,0,0,3,7,1500,1020,1981,0,98034,2030,8580,30,43,D,D,90900,13.208541073645382
934,891000,4,2.0,2330,5000,1.5,0,0,5,7,1720,610,1925,0,98117,2090,5000,87,50,A,A,103750,13.700099706452946
940,565000,4,3.0,2020,4300,1.5,0,0,3,6,2020,0,1900,0,98107,1290,3440,91,56,B,C,72396,13.244581010128577
941,315000,2,1.0,970,5665,1.0,0,0,4,6,970,0,1908,0,98118,1490,4429,84,48,C,C,84324,12.66032791780777
942,570000,4,3.0,1490,6766,1.5,0,1,5,7,1490,0,1915,0,98136,1990,6526,79,51,B,A,90208,13.253391639810733
943,971000,5,3.5,4390,10140,2.0,0,0,3,9,3350,1040,2005,0,98125,2010,8400,37,50,A,B,125109,13.786081747273462
944,915000,5,2.5,2750,5589,1.5,0,0,5,9,1840,910,1910,0,98112,1460,4250,52,58,A,B,131429,13.726679344257658
945,419000,4,1.5,2150,23568,1.0,0,0,4,7,2150,0,1950,0,98166,2150,10125,22,58,A,B,89185,12.945626198904275
950,435000,5,1.0,1410,6750,1.5,0,0,3,6,1410,0,1929,0,98118,1360,6750,84,61,B,C,52412,12.983101310070822
951,601000,3,1.75,1330,6743,1.0,0,0,3,8,1330,0,1958,2002,98125,2600,7350,51,41,A,A,132981,13.306350213517344
952,460500,3,1.0,1490,10650,1.0,0,0,3,7,1150,340,1963,0,98033,1730,9800,14,33,A,A,101250,13.0400681346775
953,720000,3,2.5,2020,1159,3.0,0,3,3,8,2020,0,2000,0,98103,1920,3600,76,60,B,B,93155,13.487006490992238
954,851000,4,2.5,3130,13202,2.0,0,0,3,10,3130,0,1996,0,98075,2840,10470,7,0,B,B,143585,13.65416740755551
955,550000,4,3.0,2670,5000,2.0,0,2,3,7,2670,0,1916,1978,98126,2300,5000,56,40,A,A,71705,13.217673557208654
956,700000,4,1.0,1980,4560,1.5,0,0,3,7,1980,0,1920,0,98103,1810,3245,94,67,B,B,99083,13.458835614025542
957,323000,3,1.75,2100,14850,1.0,0,0,4,7,2100,0,1963,0,98042,1930,17238,28,67,B,B,88375,12.685407602204794
958,345500,3,1.0,1350,8581,1.0,0,0,5,6,1350,0,1944,0,98177,2080,8451,47,38,B,B,82344,12.752747922189862
959,378000,4,1.5,2140,7920,1.0,0,0,3,7,1190,950,1959,0,98118,2140,7238,68,50,B,C,84324,12.842649474601725
960,650000,4,2.0,2208,5000,3.0,0,0,5,8,2208,0,1917,0,98116,1760,5000,77,49,A,A,71705,13.38472764187182
961,385000,3,2.0,1010,7380,1.0,0,0,3,7,1010,0,1982,0,98074,1650,9030,2,0,A,A,164599,12.86099861326992
962,425000,2,1.0,970,2970,1.0,0,0,3,7,970,0,1910,0,98102,1670,3000,92,81,D,C,63419,12.959844447906553
970,532500,3,1.75,1330,5000,2.0,0,0,4,7,1210,120,1909,0,98116,1500,4000,74,46,A,A,71705,13.185338176565716
971,265000,3,1.0,1070,9000,1.0,0,0,4,7,1070,0,1950,0,98198,1840,12000,53,46,A,A,67500,12.487485104968359
972,397500,3,1.25,1510,13737,1.0,0,3,4,6,810,700,1961,0,98125,2560,10202,35,51,B,B,44951,12.892950213076524
983,379000,2,1.0,930,5400,1.0,0,0,3,7,930,0,1952,0,98117,1050,5400,81,55,B,B,62786,12.845291484064564
986,283000,4,2.75,2130,8560,1.0,0,0,3,7,1560,570,1992,0,98022,2130,8560,17,56,B,B,48385,12.553202176625375
987,260000,3,1.0,1480,7469,1.5,0,0,3,6,1120,360,1940,0,98168,1460,7379,43,39,B,B,43487,12.468436909997665
988,399000,4,1.0,1500,6388,1.5,0,0,4,7,1500,0,1951,0,98126,980,5366,55,44,A,B,75123,12.896716695872
991,585000,4,2.5,2160,8158,1.0,0,0,4,8,1660,500,1952,0,98115,1520,7208,52,61,A,A,61391,13.279367126213993
992,645000,4,2.0,2780,11583,1.0,0,3,3,8,1190,1590,1955,0,98125,2580,10241,30,52,B,B,44951,13.37700559577791
997,553500,2,1.0,850,2340,1.0,0,0,3,7,850,0,1922,0,98105,1300,3000,70,62,A,B,113906,13.22401703113083
1003,530000,3,2.5,1930,7214,2.0,0,0,3,8,1930,0,2005,0,98125,1930,7266,81,56,C,C,51741,13.180632285528304
1005,563000,3,2.0,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,1350,5000,68,50,A,B,90789,13.241034907121827
1009,280300,2,1.0,920,5000,1.0,0,0,4,6,490,430,1949,0,98103,1500,5000,79,63,B,C,56744,12.54361573715288
1011,475000,3,1.75,2020,8970,1.0,0,0,4,7,1180,840,1981,0,98072,2140,8008,52,47,A,A,68370,13.071070083016778
1014,429000,2,1.0,1080,3600,1.0,0,0,3,7,1080,0,1922,0,98122,2230,4500,73,56,B,B,137358,12.969212197910155
1015,164808,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1980,0,98178,1490,6320,31,45,C,B,71524,12.012536438968622
1017,475000,3,1.75,1700,8432,1.0,0,0,3,8,1230,470,1977,0,98125,1800,7842,61,51,C,C,56208,13.071070083016778
1024,446450,3,1.5,1480,7749,1.0,0,0,5,7,1480,0,1960,0,98126,1140,5320,53,48,B,B,83421,13.009082690945363
1026,271310,2,1.0,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,1190,4440,80,69,D,C,81676,12.511017357532783
1027,315000,4,1.0,1300,8400,1.5,0,0,4,7,1300,0,1953,0,98133,1330,8400,17,38,D,C,72500,12.66032791780777
1029,543115,2,1.0,1380,5484,1.0,0,0,3,8,1030,350,1947,0,98199,1380,5347,78,36,A,A,157292,13.205076362864512
1030,900000,4,2.0,1190,8190,1.5,0,0,3,7,1190,0,1945,0,98117,1190,1567,53,44,D,C,95927,13.710150042306449
1032,554000,2,2.0,1920,6045,1.0,0,0,3,8,1920,0,2003,0,98053,1670,5200,7,0,D,C,101563,13.224919965729422
1035,980000,4,3.0,3680,5854,1.0,0,3,3,10,2060,1620,1967,0,98199,3140,5000,53,40,A,A,157292,13.795307850646754
1036,395000,5,2.5,2070,9600,1.0,0,0,3,7,1270,800,1962,0,98146,1950,7800,50,41,A,A,65660,12.886641043883259
1037,415000,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1995,0,98103,1360,2190,77,56,B,C,87159,12.936033799212835
1038,380000,4,2.5,2000,6921,2.0,0,0,3,8,2000,0,2003,0,98038,2430,6339,30,26,B,C,82067,12.84792653170257
1042,512031,3,1.75,1540,3000,1.0,0,2,3,7,770,770,1920,0,98117,1420,4200,67,48,A,B,97500,13.146140449063758
1043,197500,2,1.0,820,8860,1.0,0,0,3,6,820,0,1950,0,98055,1660,15375,36,32,A,B,58309,12.193493863323313
1049,716500,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,0,98105,2300,6000,53,51,A,A,132917,13.482133526250363
1050,410000,3,2.0,1700,4250,1.0,0,0,3,6,890,810,1944,0,98199,1440,4250,72,51,A,A,66563,12.92391243868049
1051,850000,4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,1994,0,98136,1750,6500,81,50,B,A,90208,13.652991628466498
1052,1050000,4,3.25,3440,35021,2.0,0,0,3,10,3440,0,1983,0,98033,3440,35021,3,35,A,A,101250,13.864300722133706
1054,620000,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,1250,4880,84,45,A,B,85595,13.337474757021274
1055,935000,4,4.5,5670,84267,2.0,0,2,3,11,5670,0,2008,0,98010,4100,83729,4,45,A,B,91071,13.748301808270824
1056,379000,3,1.0,1140,10320,1.0,0,0,4,7,1140,0,1963,0,98034,1140,10412,30,46,A,B,90900,12.845291484064564
1057,699000,3,1.75,1670,5375,1.0,0,0,3,7,1270,400,1952,0,98199,1460,6125,83,39,A,A,90951,13.457406021215947
1058,528000,4,2.25,1910,8005,1.0,0,0,3,8,1280,630,1960,0,98125,1860,8010,65,57,B,B,56208,13.176851562688398
1062,790000,4,2.75,2840,11900,1.0,0,3,4,9,1640,1200,1961,0,98136,2790,10070,33,46,A,A,102500,13.579788224443204
1063,399950,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1969,0,98027,1750,11640,30,38,A,A,82456,12.899094818276968
1065,550000,3,1.0,1520,2500,1.5,0,0,3,8,1520,0,1912,0,98109,1880,3600,81,65,B,B,98750,13.217673557208654
1066,140000,1,1.0,730,6890,1.0,0,0,4,4,730,0,1926,0,98055,1790,7969,38,49,B,B,77821,11.84939770159144
1067,250000,3,1.0,1190,6250,1.0,0,0,3,7,990,200,1954,0,98108,1760,6434,83,64,C,D,59275,12.429216196844383
1068,318000,3,2.25,1410,8909,2.0,0,2,3,7,1410,0,1988,0,98198,2050,8909,24,64,C,D,41000,12.669806661762314
1071,360000,3,1.0,1050,9206,1.5,0,0,3,7,1050,0,1954,0,98125,1380,6384,50,53,B,B,69643,12.793859310432293
1072,1242500,4,2.75,2680,8500,1.0,0,4,4,9,1480,1200,1962,0,98006,2940,8650,9,35,B,B,135625,14.03263603695292
1073,986000,3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,1964,0,98136,2560,10070,44,47,A,A,102500,13.801411633584772
1074,515000,2,1.0,1060,4228,1.0,0,0,3,7,860,200,1906,0,98112,1060,4187,73,55,B,A,104632,13.151922179645874
1075,320000,3,1.75,2300,41900,1.0,0,0,4,8,1310,990,1939,0,98168,1160,8547,57,45,B,A,49023,12.676076274775909
1076,310000,4,3.0,2010,7426,1.0,0,0,5,7,1090,920,1951,0,98178,1470,7426,9,44,B,C,71524,12.644327576461329
1077,356700,2,1.0,1090,5000,1.0,0,0,4,7,730,360,1942,0,98126,990,5250,68,49,B,B,75123,12.784650371346983
1078,775000,4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,0,98199,1840,5596,59,47,A,A,62639,13.560618308335483
1079,325000,3,1.0,1040,7541,1.0,0,0,3,6,1040,0,1951,0,98133,1140,6100,54,48,A,A,72500,12.691580461311874
1080,208000,4,2.75,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,1740,8677,44,47,A,A,61250,12.245293358683455
1083,490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,1940,4000,88,56,A,A,137358,13.102160670086809
1085,360000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,1340,4080,79,62,C,D,59275,12.793859310432293
1086,550000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,1340,4080,79,62,C,D,59275,13.217673557208654
1087,225000,3,1.5,1370,9000,1.0,0,0,3,7,1370,0,1962,0,98168,1400,9075,27,37,C,D,59417,12.323855681186558
1088,500000,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,0,98058,2260,10128,13,29,C,D,61827,13.122363377404328
1089,385000,4,2.0,1850,11700,1.0,0,0,4,8,1850,0,1969,0,98059,2110,11700,11,20,C,D,87014,12.86099861326992
1090,837700,5,2.75,3010,12611,2.0,0,0,3,10,3010,0,1994,0,98052,2890,9456,25,33,C,D,119773,13.6384153201419
1091,448000,3,2.25,1530,3056,2.0,0,0,3,7,1530,0,2003,0,98053,1560,3064,24,17,C,D,136616,13.012548511397123
1092,730000,5,1.75,2690,21357,1.0,0,0,4,7,1420,1270,1952,0,98004,2600,17539,19,42,C,D,117308,13.500799813124575
1093,575000,4,1.5,2810,7140,1.0,0,2,3,8,1490,1320,1954,0,98136,2240,6825,48,47,A,B,102500,13.262125319779487
1094,430000,3,1.75,1810,7300,1.0,0,0,4,7,1240,570,1976,0,98034,1460,7560,9,35,C,D,75662,12.971540487669746
1095,435000,3,2.5,1560,3987,2.0,0,0,3,7,1560,0,2002,0,98053,1600,3152,40,17,C,D,136616,12.983101310070822
1096,241000,3,1.0,1010,9611,1.0,0,0,4,6,1010,0,1973,0,98092,1200,9611,1,0,C,D,91071,12.392552212472792
1097,453500,2,1.75,1000,1760,1.0,0,0,4,6,600,400,1924,0,98109,2120,2802,95,72,B,B,67572,13.024750548537328
1098,285000,2,1.5,990,1380,3.0,0,0,3,7,990,0,2001,0,98133,1050,1380,64,49,B,B,62726,12.560244459250788
1099,151000,2,1.0,720,4222,1.0,0,0,4,5,720,0,1942,0,98056,860,4785,70,38,B,B,47773,11.925035115797062
1100,1570000,5,4.5,6070,14731,2.0,0,0,3,11,6070,0,2004,0,98059,4750,13404,1,72,B,B,103229,14.266586177324491
1101,631000,5,2.0,2270,2400,2.0,0,0,3,7,2270,0,1905,0,98122,1320,2400,93,0,C,B,43375,13.35506114152335
1103,195000,3,1.0,1260,8378,1.0,0,0,4,6,840,420,1959,1977,98023,1140,8496,51,25,B,B,51837,12.180754837545884
1104,817500,4,2.5,2910,35679,2.0,0,0,4,9,2910,0,1987,0,98075,2720,36728,4,72,B,B,143585,13.614006181753545
1105,550000,3,2.0,1810,12825,1.0,0,0,4,7,1810,0,1960,0,98007,1490,10800,40,42,B,B,71269,13.217673557208654
1106,1127000,4,2.5,3160,8281,2.0,0,0,4,9,3160,0,1995,0,98033,3000,8281,65,50,B,B,100584,13.935069793021913
1107,609850,2,2.75,1910,1369,3.0,0,0,3,9,1910,0,2002,0,98119,1910,1879,56,59,B,A,87667,13.320968304271384
1108,200000,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,1947,0,98106,1525,6026,47,46,D,C,54622,12.206072645530174
1109,367000,4,2.5,2960,6219,2.0,0,0,3,9,2960,0,2006,0,98038,2960,5361,22,72,B,B,106957,12.813117127036707
1111,275000,2,1.5,1270,32175,1.0,0,0,4,7,1270,0,1947,0,98003,1270,10200,37,37,B,B,48942,12.524526376648708
1112,350900,4,2.5,2540,12843,2.0,0,0,3,9,2540,0,1992,0,98030,2410,9383,49,17,B,B,89792,12.768256561571306
1113,660000,4,3.25,3030,9273,2.0,0,0,5,8,3030,0,1988,0,98029,2360,7632,16,31,B,B,117250,13.399995114002609
1116,690000,2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,98103,1500,4560,89,65,B,B,99083,13.444446876573442
1118,353000,3,1.0,1350,7740,1.0,0,0,4,6,860,490,1947,0,98125,1130,7740,49,49,B,C,69643,12.774223335915433
1119,552500,4,3.5,3710,10400,2.0,0,0,3,8,2290,1420,2002,0,98056,1720,4276,63,40,B,C,75109,13.222208712374044
1124,505000,3,1.0,1380,4000,1.5,0,0,3,7,1380,0,1910,0,98112,1690,4000,76,56,B,A,154868,13.132313708257497
1125,302000,4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,1963,0,98059,1650,7865,34,36,B,A,81676,12.618182296357007
1130,332500,3,1.5,1500,6332,1.0,0,0,3,7,1500,0,1953,0,98125,1500,6337,56,50,B,B,56208,12.714395139078047
1131,515000,3,2.5,3000,8250,1.0,0,0,4,8,1760,1240,1963,0,98008,2040,8250,20,31,B,B,92283,13.151922179645874
1136,400000,3,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,0,98117,1800,4100,81,50,A,B,101397,12.89921982609012
1137,225000,3,1.0,1020,8437,1.0,0,0,5,6,1020,0,1987,0,98022,1420,8500,48,31,A,B,55398,12.323855681186558
1140,625000,4,2.0,2020,6867,1.0,0,0,5,8,1010,1010,1942,0,98115,1250,6842,60,44,A,B,85759,13.345506928718539
1141,380000,5,2.0,1680,3240,1.0,0,0,3,5,840,840,1906,0,98144,1380,1260,89,88,C,C,44571,12.84792653170257
1142,620000,4,2.0,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,1710,7700,56,48,A,B,71269,13.337474757021274
1143,687500,4,2.75,3190,10970,2.0,0,0,3,10,3190,0,1994,0,98075,2850,8416,27,32,A,B,117250,13.440817108522863
1144,225500,4,2.0,1440,7950,1.0,0,0,5,6,1440,0,1962,0,98058,1530,20037,0,17,A,B,107299,12.326075437924871
1145,252500,3,2.0,1150,6000,1.0,0,0,5,7,1150,0,1956,0,98178,1980,6360,14,37,B,B,71524,12.439166527697552
1146,510000,3,2.5,1860,3658,2.0,0,0,3,8,1860,0,1994,0,98029,1840,3739,40,21,A,B,126146,13.142166004700508
1147,510000,4,2.5,2430,5203,2.0,0,0,3,8,2430,0,2003,0,98155,2260,7474,37,48,A,B,70137,13.142166004700508
1148,725000,3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,1440,4000,86,66,B,B,98750,13.493926933836812
1150,492000,2,1.0,880,2970,1.0,0,0,3,7,880,0,1927,0,98103,1370,3060,85,52,B,B,90568,13.106233995474446
1151,425000,4,2.5,1930,14196,1.0,0,0,4,7,1330,600,1977,0,98072,1470,12852,6,44,A,B,121402,12.959844447906553
1153,298900,3,2.5,1830,6162,2.0,0,0,3,8,1830,0,1994,0,98092,1860,7017,29,28,A,B,71083,12.60786434827203
1154,699000,4,2.5,3230,40319,2.0,0,0,4,10,3230,0,1987,0,98027,2990,40234,0,0,A,B,82456,13.457406021215947
1155,310000,2,1.0,700,3000,1.0,0,0,4,6,700,0,1918,0,98103,1560,4500,83,52,B,B,90568,12.644327576461329
1156,350000,3,1.75,1010,8580,1.0,0,0,3,7,1010,0,1961,0,98033,1500,8580,39,39,A,B,94222,12.765688433465597
1157,790000,4,1.75,2460,10061,1.0,1,4,3,7,1410,1050,1961,0,98178,2300,10061,18,37,A,A,71524,13.579788224443204
1158,305000,4,2.5,2230,5000,2.0,0,0,3,8,2230,0,2003,0,98031,2230,6137,21,25,A,B,89792,12.628067055589549
1159,315000,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,0,98118,1610,2582,73,61,C,C,29286,12.66032791780777
1160,267500,5,3.5,2390,6600,2.0,0,0,5,7,2390,0,1977,0,98042,1140,6600,22,44,A,B,107311,12.496874845318198
1162,435000,6,3.5,2400,8620,2.0,0,0,3,8,1640,760,1987,0,98034,1940,7350,47,39,A,B,89615,12.983101310070822
1163,482500,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,2010,7500,38,44,A,B,71417,13.086736199761178
1166,460000,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,0,98034,2080,8000,43,41,A,B,71417,13.038981768465277
1167,194000,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,1190,6532,19,31,A,B,71311,12.175613438045465
1168,290000,2,0.75,440,8313,1.0,1,3,4,5,440,0,1943,0,98070,880,26289,0,44,A,B,64007,12.577636201962656
1169,274700,4,2.0,2440,9600,1.0,0,0,5,7,1220,1220,1963,0,98031,1370,9600,22,12,A,B,83750,12.523434872083365
1170,900000,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,1510,3825,87,78,B,C,38487,13.710150042306449
1171,1150000,4,4.0,4460,103382,2.0,0,0,3,11,4460,0,2001,0,98053,3470,88519,2,0,A,B,131992,13.955272500339433
1172,605000,3,2.5,2010,3667,2.0,0,0,3,9,2010,0,2008,0,98027,2350,3600,69,38,A,B,116732,13.312983737012978
1173,359000,3,2.5,1450,3850,2.0,0,0,3,7,1450,0,2004,0,98065,1970,3748,16,44,A,B,132072,12.791077667470416
1174,850000,3,1.75,1400,9900,1.0,0,0,3,7,1400,0,1951,0,98004,1810,10796,62,40,A,B,107479,13.652991628466498
1175,505000,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,0,98107,1550,5000,92,52,B,B,85595,13.132313708257497
1176,565000,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,1990,0,98072,2790,7642,34,44,A,B,81250,13.244581010128577
1178,328000,4,3.25,3380,7500,2.0,0,3,3,7,2420,960,1990,0,98198,1920,7500,60,44,A,B,73841,12.70076888736628
1179,749950,4,2.75,2910,18700,1.0,0,0,3,9,2210,700,1957,1995,98177,2420,26140,9,33,A,B,82344,13.527761816623505
1180,826000,4,2.5,3060,7140,2.0,0,0,3,9,3060,0,2006,0,98027,3240,6218,22,0,A,B,116732,13.624350052503114
1181,535000,3,1.0,1330,40259,1.0,0,0,4,7,1330,0,1977,0,98024,1710,34787,1,44,A,B,132072,13.190022025878143
1182,925000,4,2.5,3300,101930,2.0,0,0,4,10,3300,0,1991,0,98029,2880,213879,3,0,A,B,116732,13.737549016494562
1183,875000,3,3.5,3250,6000,2.0,0,0,3,10,2500,750,2001,0,98136,1650,6000,71,49,A,A,66794,13.681979165339751
1184,902000,4,2.25,2530,9200,1.0,0,0,5,9,1570,960,1976,0,98006,3030,9400,6,22,A,B,135625,13.71236979904476
1188,343000,2,1.0,1230,7560,1.0,0,0,3,7,1230,0,1961,0,98133,1270,7560,69,51,B,D,64297,12.745485726148077
1190,405000,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,1956,0,98118,1790,6225,62,43,D,D,61901,12.911642346088676
1193,655000,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,1710,3600,81,60,B,B,100172,13.39239051461739
1194,406000,2,1.0,880,3000,1.0,0,0,3,6,880,0,1924,0,98115,890,3000,91,60,B,B,65172,12.91410843858387
1195,632000,6,2.5,2560,8320,1.0,0,0,3,7,1370,1190,1961,0,98125,2360,7800,45,43,A,A,132981,13.356644673128994
1196,357000,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,1990,0,98106,1630,4000,51,45,C,C,47363,12.785491060761776
1197,361000,3,1.75,1150,17585,1.0,0,0,3,7,1150,0,1964,0,98014,1200,7500,56,60,B,B,95309,12.796633237315017
1198,277000,2,1.0,770,8149,1.0,0,0,3,6,770,0,1948,0,98155,1160,8149,26,38,B,B,99861,12.531772785169476
1199,630000,4,3.75,4610,40202,1.0,0,0,4,10,2500,2110,1980,0,98027,3050,41056,0,0,B,B,98750,13.353475098367715
1200,254000,3,2.5,1850,4597,2.0,0,0,3,8,1850,0,2003,0,98042,2210,5000,15,60,B,B,84408,12.445089546000673
1201,472800,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,98006,2110,8400,45,30,B,B,110114,13.066427745074025
1202,263000,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,2180,4000,70,42,B,C,84324,12.479909311159902
1203,510000,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,2180,4000,70,42,B,C,84324,13.142166004700508
1204,179950,3,1.0,960,10125,1.0,0,0,4,7,960,0,1952,0,98003,1250,9769,32,37,B,B,48942,12.100434313507177
1205,525000,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,1973,0,98027,2020,7458,3,29,B,B,146875,13.17115354157376
